{'opt': 'adam', 'truncate': -1, 'feat': 'basic', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 400, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  85
# of lbls:  17
(1079622, 85) (272309, 85)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 428358.633620 Error: 0.201629 Time: 90.748480 seconds
Dev Err: 0.211440 Time: 6.398328 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-PER	5	0	35	6094	0	0	14	67	0	0	0	51	83	26	1	0	3
i-LOC	2	0	2	11	49	1	91	124	0	0	0	20	72	7	0	0	0
i-MISC	1	6	12	133	7	32	132	195	0	10	10	117	333	1	0	0	0
i-ORG	1	0	50	308	5	1	807	276	2	0	24	273	555	9	0	10	0
i-PER	0	0	0	79	1	0	1	1263	0	0	0	86	119	17	0	0	0
l-LOC	2	0	0	30	0	1	52	13	327	0	57	624	110	86	0	2	0
l-MISC	0	0	0	45	0	1	62	3	61	172	84	628	414	33	2	0	5
l-ORG	1	0	0	91	0	0	89	15	48	0	837	1164	319	85	1	26	3
l-PER	0	0	0	76	0	1	9	37	29	0	14	7916	115	32	0	31	11
o	16	1	174	2239	3	3	220	834	18	11	41	2527	208942	907	52	43	186
u-LOC	6	1	148	1052	0	0	8	1	4	0	0	518	1402	7038	159	40	351
u-MISC	4	15	189	840	0	0	7	1	14	0	1	496	1189	942	652	12	84
u-ORG	2	0	163	522	0	0	5	1	0	0	19	402	1290	618	29	2696	406
u-PER	1	0	9	594	0	0	0	1	0	0	1	483	963	645	25	59	1247
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	58	0	29	114	0	0	3	0	0	0	0	1	18	15	0	0	1
B-MISC	2	28	56	126	0	0	2	0	0	0	0	5	49	6	4	0	1
B-ORG	3	0	187	182	0	0	2	0	0	0	0	8	32	14	2	10	5
B-PER	1	0	6	1183	0	0	3	8	0	0	0	9	10	5	0	0	0
I-LOC	0	0	0	3	0	0	15	2	0	0	0	5	1	0	0	0	0
I-MISC	0	0	2	25	0	0	20	5	0	2	1	22	38	0	0	0	0
I-ORG	0	0	7	54	0	0	115	9	0	0	2	44	55	6	0	7	0
I-PER	0	0	0	23	0	0	0	15	0	0	0	17	14	4	0	0	0
L-LOC	0	0	0	5	0	0	7	1	67	0	10	115	18	16	0	0	0
L-MISC	0	0	0	10	0	0	12	0	15	27	16	111	79	8	0	0	1
L-ORG	0	0	0	18	0	0	12	2	6	0	151	190	49	11	0	5	1
L-PER	0	0	0	12	0	0	2	1	6	0	3	1176	11	5	0	6	3
O	3	0	29	524	0	0	39	9	3	2	8	466	41492	133	4	11	36
U-LOC	0	0	29	163	0	0	1	0	1	0	0	72	161	1083	29	7	47
U-MISC	1	2	26	134	0	0	1	0	3	0	0	77	138	144	95	5	11
U-ORG	0	0	24	85	0	0	1	0	0	0	2	49	142	99	6	411	61
U-PER	0	0	1	97	0	0	0	0	0	0	0	64	129	92	4	8	209
f1:  (90.13862388536272, 53.01716811150773, 52.846492714334126, 52.93169282986847)
...training the model
Epoch: 1 Loss: 0.517685 Error: 0.133593 Time: 100.301060 seconds
Dev Err: 0.127330 Time: 6.386684 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	218	0	124	564	0	0	17	0	0	0	1	15	103	80	1	0	0
b-MISC	15	193	200	726	0	0	4	5	0	0	0	38	285	69	17	0	42
b-ORG	37	1	781	1176	0	0	3	13	0	0	0	112	272	83	48	71	25
b-PER	5	0	42	5948	0	0	1	90	0	0	0	144	112	28	3	0	6
i-LOC	2	0	0	24	63	2	47	142	0	0	0	33	60	2	4	0	0
i-MISC	2	0	9	95	9	35	79	198	0	14	3	221	323	0	1	0	0
i-ORG	0	0	12	334	10	2	517	354	3	0	10	482	573	10	0	14	0
i-PER	0	0	0	71	7	0	1	1258	0	0	0	97	115	17	0	0	0
l-LOC	2	0	0	36	0	1	32	5	322	0	29	698	98	81	0	0	0
l-MISC	0	0	0	26	0	3	52	1	54	171	80	697	397	19	3	0	7
l-ORG	0	0	0	64	0	0	38	8	33	0	569	1517	340	82	0	24	4
l-PER	0	0	0	72	0	0	6	17	45	0	5	7972	91	24	0	20	19
o	14	0	115	1969	5	2	144	980	12	14	24	3860	207935	835	62	45	201
u-LOC	3	0	103	881	0	0	7	2	2	4	0	979	1310	6842	132	26	437
u-MISC	3	16	110	682	0	0	5	1	8	0	0	814	1046	750	902	6	103
u-ORG	0	1	123	410	0	0	6	3	0	0	2	615	1255	621	47	2610	460
u-PER	3	0	4	401	0	0	0	3	0	0	0	738	868	626	34	51	1300
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	54	0	25	121	0	0	2	0	0	0	0	2	17	18	0	0	0
B-MISC	1	30	39	133	0	0	1	0	0	0	0	7	49	11	2	0	6
B-ORG	5	0	146	206	0	0	0	0	0	0	0	19	38	11	4	12	4
B-PER	1	0	9	1163	0	0	0	4	0	0	0	27	16	4	0	0	1
I-LOC	0	0	0	5	0	0	9	2	0	0	0	7	3	0	0	0	0
I-MISC	0	0	2	17	0	0	11	1	0	2	1	43	38	0	0	0	0
I-ORG	0	0	3	52	0	0	80	5	0	0	2	80	64	5	0	8	0
I-PER	0	0	0	22	0	0	0	10	0	0	0	21	16	4	0	0	0
L-LOC	0	0	0	5	0	0	5	0	66	0	6	130	14	13	0	0	0
L-MISC	0	0	0	5	0	1	13	0	9	26	16	127	75	4	1	0	2
L-ORG	0	0	0	15	0	0	5	0	3	0	100	253	51	12	0	6	0
L-PER	0	0	0	11	0	0	2	0	9	0	1	1183	6	4	0	3	6
O	2	0	18	447	0	0	22	14	3	2	5	747	41320	123	6	13	37
U-LOC	0	0	17	139	0	0	0	0	1	0	0	141	145	1061	18	4	67
U-MISC	1	2	15	112	0	0	1	0	2	0	0	120	120	108	140	2	14
U-ORG	0	0	22	66	0	0	1	0	0	0	0	89	138	105	5	391	63
U-PER	1	0	0	58	0	0	0	1	0	0	0	106	114	86	5	8	225
f1:  (89.5506405513804, 55.09656652360515, 52.20264317180616, 53.61057943274752)
...training the model
Epoch: 1 Loss: 0.511251 Error: 0.133214 Time: 100.383810 seconds
Dev Err: 0.106695 Time: 6.404529 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	248	0	228	443	0	0	18	0	0	0	0	0	107	70	4	0	5
b-MISC	42	201	331	588	0	0	16	1	0	0	0	9	307	44	31	0	24
b-ORG	58	2	1127	905	0	0	26	1	0	0	0	30	249	80	65	72	7
b-PER	27	0	106	5964	0	0	45	33	1	0	0	58	116	18	6	0	5
i-LOC	5	0	2	4	67	3	115	100	0	0	0	16	58	7	2	0	0
i-MISC	4	1	10	84	17	42	249	118	0	6	19	105	334	0	0	0	0
i-ORG	1	0	67	202	16	4	1140	170	9	0	25	170	498	7	0	12	0
i-PER	0	0	0	65	12	0	16	1219	3	0	0	94	140	17	0	0	0
l-LOC	2	0	0	23	0	1	98	3	405	0	103	475	118	75	1	0	0
l-MISC	0	0	0	34	0	0	128	0	101	167	144	440	453	29	5	0	9
l-ORG	0	0	2	83	0	0	161	6	84	2	1129	749	362	70	2	22	7
l-PER	0	0	0	80	0	0	31	19	71	0	71	7749	198	11	6	15	20
o	19	2	219	1210	16	5	501	467	31	16	88	1083	211515	799	73	53	120
u-LOC	7	0	226	907	0	0	19	0	7	1	21	322	1480	7262	154	42	280
u-MISC	5	16	275	642	0	0	13	0	23	0	3	246	1088	893	1172	10	60
u-ORG	0	1	149	443	0	0	7	0	1	6	13	206	1451	779	62	2698	337
u-PER	3	0	17	491	0	0	4	1	0	0	5	313	1068	800	55	121	1150
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	61	0	43	99	0	0	4	0	0	0	0	0	18	12	0	0	2
B-MISC	2	32	65	111	0	0	4	0	0	0	0	2	51	6	3	0	3
B-ORG	10	1	202	159	0	0	2	0	0	0	0	4	34	13	7	12	1
B-PER	5	0	22	1159	0	0	8	3	0	0	0	10	15	2	0	0	1
I-LOC	0	0	1	0	0	0	16	1	0	0	0	5	3	0	0	0	0
I-MISC	0	0	2	15	0	1	35	3	0	0	4	18	37	0	0	0	0
I-ORG	0	0	9	36	0	0	152	1	2	0	3	28	55	5	0	8	0
I-PER	0	0	0	18	0	0	1	13	1	0	0	20	16	4	0	0	0
L-LOC	0	0	0	5	0	0	13	0	81	0	20	86	20	14	0	0	0
L-MISC	0	0	0	7	0	0	32	0	19	27	28	74	85	5	0	0	2
L-ORG	0	0	0	20	0	0	26	0	15	0	193	121	55	9	0	4	2
L-PER	0	0	0	12	0	0	7	1	14	0	10	1155	16	1	1	2	6
O	5	0	33	270	0	1	81	3	6	3	14	221	41970	113	8	11	20
U-LOC	0	0	39	150	0	0	0	0	2	0	2	46	162	1127	22	7	36
U-MISC	1	2	40	102	0	0	1	0	4	0	0	43	118	126	187	3	10
U-ORG	0	1	23	71	0	0	0	0	1	1	2	32	166	112	10	418	43
U-PER	1	0	3	86	0	0	1	0	0	0	1	47	141	116	8	15	185
f1:  (91.43530236361512, 57.51111111111111, 54.81192815994578, 56.12908822763946)
...training the model
Epoch: 1 Loss: 0.507797 Error: 0.133452 Time: 100.521753 seconds
Dev Err: 0.121267 Time: 6.385477 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	260	0	158	498	0	0	23	1	0	0	0	11	100	71	1	0	0
b-MISC	29	203	268	629	0	0	14	16	0	0	0	31	288	77	15	0	24
b-ORG	58	1	961	1008	0	0	27	12	0	0	0	67	233	115	50	66	24
b-PER	20	0	43	5924	0	0	15	117	0	0	0	126	96	33	1	0	4
i-LOC	2	0	0	7	77	2	83	126	0	0	0	23	56	1	2	0	0
i-MISC	7	6	0	80	13	32	148	215	0	14	6	159	308	0	1	0	0
i-ORG	4	0	42	232	13	1	773	350	18	0	24	316	521	15	1	11	0
i-PER	0	0	0	32	8	0	5	1308	1	0	0	91	104	17	0	0	0
l-LOC	1	0	0	18	0	1	42	16	420	0	43	622	92	49	0	0	0
l-MISC	0	0	0	23	0	5	71	8	95	170	80	628	396	27	2	0	5
l-ORG	2	0	0	49	0	0	104	21	78	0	765	1282	283	70	0	25	0
l-PER	0	0	0	64	0	1	7	44	44	0	13	7953	77	34	3	13	18
o	15	0	191	1739	6	3	245	989	21	16	54	3015	208545	1127	73	47	131
u-LOC	5	0	131	858	0	0	16	7	15	0	29	711	1354	7164	158	36	244
u-MISC	5	16	172	596	0	0	14	3	22	0	1	697	1044	919	896	9	52
u-ORG	0	2	109	444	0	0	8	2	1	0	11	496	1199	739	48	2751	343
u-PER	3	1	7	448	0	0	2	1	0	0	2	605	930	801	33	110	1085
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	67	0	29	109	0	0	3	0	0	0	0	2	16	13	0	0	0
B-MISC	3	31	55	112	0	0	2	1	0	0	0	6	49	13	2	0	5
B-ORG	7	0	179	180	0	0	3	1	0	0	0	12	30	15	4	10	4
B-PER	5	0	9	1159	0	0	3	12	0	0	0	21	13	3	0	0	0
I-LOC	0	0	0	2	0	0	14	3	0	0	0	5	2	0	0	0	0
I-MISC	1	1	0	14	0	1	23	5	0	2	1	32	35	0	0	0	0
I-ORG	0	0	7	38	0	0	117	13	3	0	3	52	53	7	0	6	0
I-PER	0	0	0	10	0	0	1	19	0	0	0	22	17	4	0	0	0
L-LOC	0	0	0	4	0	0	7	1	82	0	8	114	15	8	0	0	0
L-MISC	0	0	0	4	0	1	17	1	19	26	13	115	76	6	0	0	1
L-ORG	1	0	0	9	0	0	18	3	12	0	133	208	46	10	0	5	0
L-PER	0	0	0	9	0	0	2	5	6	0	2	1182	6	5	1	2	5
O	2	0	33	375	0	0	41	20	5	2	9	597	41468	163	8	10	26
U-LOC	0	0	23	133	0	0	2	0	2	0	5	103	153	1106	23	5	38
U-MISC	1	2	26	99	0	0	2	0	5	0	0	108	115	128	140	3	8
U-ORG	0	0	17	69	0	0	0	0	1	0	0	70	133	110	7	420	53
U-PER	1	0	0	70	0	0	0	0	0	0	0	86	124	114	5	16	188
f1:  (90.17951014368599, 56.41529664045747, 53.49034225686208, 54.913898069229425)
...training the model
Epoch: 1 Loss: 0.512461 Error: 0.133710 Time: 100.275351 seconds
Dev Err: 0.109519 Time: 6.399895 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	261	0	244	418	0	0	50	0	0	0	0	3	98	41	4	2	2
b-MISC	51	211	365	513	0	0	48	0	0	0	0	18	288	38	31	0	31
b-ORG	41	1	1205	830	0	0	54	0	0	0	0	27	222	71	68	89	14
b-PER	25	1	113	5954	0	0	56	39	0	0	0	70	105	9	3	0	4
i-LOC	3	0	1	2	67	2	150	101	0	0	0	12	37	1	3	0	0
i-MISC	3	0	9	76	10	36	284	141	0	4	15	119	291	0	1	0	0
i-ORG	1	0	49	152	8	1	1313	202	0	0	16	198	359	4	0	18	0
i-PER	0	0	0	74	9	1	32	1252	0	0	0	75	106	17	0	0	0
l-LOC	0	0	0	19	0	1	95	5	385	0	121	527	97	53	1	0	0
l-MISC	0	0	1	27	0	2	140	0	83	166	128	533	403	17	3	0	7
l-ORG	0	0	3	33	0	0	226	10	63	2	1067	945	261	49	1	14	5
l-PER	0	0	0	53	0	1	37	17	44	0	61	7899	103	12	3	20	21
o	18	1	306	1166	4	5	856	641	21	13	167	1607	210205	881	83	62	181
u-LOC	4	0	257	752	0	0	49	1	7	0	42	428	1278	7390	145	43	332
u-MISC	6	16	351	573	0	0	68	0	13	0	11	371	932	1059	956	13	77
u-ORG	2	2	214	402	0	0	20	0	1	4	32	277	1209	783	56	2763	388
u-PER	1	2	24	439	0	0	2	1	0	0	9	344	893	828	45	84	1356
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	64	0	47	90	0	0	11	0	0	0	0	1	17	7	0	1	1
B-MISC	4	35	74	94	0	0	8	0	0	0	0	4	49	6	2	0	3
B-ORG	7	0	209	151	0	0	7	0	0	0	0	4	33	9	7	15	3
B-PER	6	1	21	1158	0	0	9	3	0	0	0	12	14	0	0	0	1
I-LOC	0	0	0	0	0	0	19	1	0	0	0	3	2	0	1	0	0
I-MISC	0	0	2	12	0	0	41	2	0	0	2	21	35	0	0	0	0
I-ORG	0	0	7	27	0	0	168	3	0	0	2	34	45	3	0	10	0
I-PER	0	0	0	20	0	0	3	12	0	0	0	18	16	4	0	0	0
L-LOC	0	0	0	3	0	0	15	0	76	0	22	97	17	9	0	0	0
L-MISC	0	0	0	4	0	0	34	0	15	27	22	91	80	4	0	0	2
L-ORG	0	0	0	7	0	0	35	0	11	0	177	152	51	7	0	4	1
L-PER	0	0	0	8	0	0	7	1	8	0	9	1172	9	1	1	3	6
O	2	0	54	272	0	0	122	2	3	2	27	323	41779	122	6	13	32
U-LOC	1	0	43	117	0	0	6	0	1	0	7	63	151	1128	22	5	49
U-MISC	2	2	46	95	0	0	8	0	0	0	1	58	111	150	150	4	10
U-ORG	0	0	40	61	0	0	2	0	0	0	6	39	137	111	3	427	54
U-PER	0	1	3	75	0	0	1	0	0	0	2	49	125	114	7	12	215
f1:  (91.11210622639305, 57.84313725490197, 54.98136225008472, 56.375955524669905)
...training the model
Epoch: 1 Loss: 0.507350 Error: 0.132822 Time: 100.409846 seconds
Dev Err: 0.105454 Time: 6.391949 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	236	2	227	434	0	0	28	0	0	0	5	3	117	62	5	0	4
b-MISC	31	208	352	531	0	0	18	2	0	0	0	18	312	61	37	0	24
b-ORG	46	6	1178	841	0	0	25	1	0	0	0	34	276	61	86	68	0
b-PER	15	0	94	5932	0	0	38	35	0	0	0	72	153	30	2	1	7
i-LOC	3	0	2	1	68	5	118	95	0	0	0	17	63	2	5	0	0
i-MISC	3	1	11	73	15	49	193	142	5	8	12	128	344	0	5	0	0
i-ORG	2	0	47	159	11	7	1090	180	8	0	25	244	521	10	1	16	0
i-PER	0	0	0	48	7	0	10	1236	0	0	0	111	137	17	0	0	0
l-LOC	0	0	0	24	0	1	64	8	372	0	114	522	129	68	0	2	0
l-MISC	0	0	2	15	0	0	106	0	71	161	153	511	452	25	10	0	4
l-ORG	0	0	4	32	0	0	135	10	58	0	1105	834	417	64	2	17	1
l-PER	0	0	0	64	0	0	14	13	41	0	45	7879	153	20	9	20	13
o	8	1	195	1081	3	7	310	604	12	13	97	1359	211633	645	118	50	81
u-LOC	4	0	174	742	0	0	13	1	9	1	38	377	1640	7193	294	32	210
u-MISC	4	16	196	495	0	0	24	1	25	0	4	269	1240	756	1370	14	32
u-ORG	0	1	164	387	0	0	13	0	1	6	29	280	1411	654	108	2791	308
u-PER	2	0	14	411	0	0	3	1	0	0	5	363	1111	841	64	121	1092
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	58	1	43	96	0	0	5	0	0	0	1	0	23	11	0	0	1
B-MISC	3	32	74	97	0	0	3	0	0	0	0	4	53	8	3	0	2
B-ORG	7	1	207	156	0	0	3	0	0	0	0	6	36	9	8	12	0
B-PER	4	0	17	1157	0	0	7	2	0	0	0	12	21	4	0	0	1
I-LOC	0	0	0	0	0	0	18	0	0	0	0	4	3	0	1	0	0
I-MISC	0	0	2	12	0	3	28	2	0	2	2	24	39	0	1	0	0
I-ORG	0	0	4	30	0	0	150	2	2	0	2	39	57	4	0	9	0
I-PER	0	0	0	15	0	0	1	13	0	0	0	24	16	4	0	0	0
L-LOC	0	0	0	3	0	0	10	0	78	0	20	99	18	11	0	0	0
L-MISC	0	0	0	4	0	0	26	0	15	25	25	92	84	4	3	0	1
L-ORG	0	0	0	6	0	0	20	0	14	0	192	134	67	8	0	4	0
L-PER	0	0	0	9	0	0	1	1	11	0	7	1175	10	2	3	3	3
O	1	0	33	264	0	0	52	2	3	2	20	280	41952	114	12	12	12
U-LOC	0	0	29	121	0	0	2	0	2	0	4	55	181	1112	52	4	31
U-MISC	1	2	30	82	0	0	4	0	5	0	0	45	138	104	218	4	4
U-ORG	0	1	27	59	0	0	1	0	0	1	3	37	166	103	13	425	44
U-PER	1	0	1	64	0	0	1	0	0	0	0	54	150	124	8	15	186
f1:  (91.47424165725634, 59.915920307073655, 55.5404947475432, 57.6453002725754)
...training the model
Epoch: 1 Loss: 0.509593 Error: 0.132551 Time: 100.335813 seconds
Dev Err: 0.115795 Time: 6.387368 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	235	0	187	496	0	0	19	0	0	0	0	3	117	63	1	0	2
b-MISC	28	201	281	638	0	0	8	4	0	0	0	18	310	57	31	0	18
b-ORG	37	2	1052	1039	0	0	25	0	0	0	0	38	264	75	32	41	17
b-PER	21	0	62	6063	0	0	18	47	0	0	0	60	93	12	0	0	3
i-LOC	3	0	0	8	55	2	108	124	0	0	0	16	61	2	0	0	0
i-MISC	2	4	13	92	6	37	174	180	0	4	16	131	324	6	0	0	0
i-ORG	1	0	52	286	3	2	848	247	3	0	24	253	575	12	0	15	0
i-PER	0	0	0	64	8	0	3	1255	0	0	0	106	113	17	0	0	0
l-LOC	0	0	0	26	0	0	67	11	319	0	97	585	132	67	0	0	0
l-MISC	0	0	2	47	0	6	73	0	46	170	112	607	418	23	2	0	4
l-ORG	0	0	0	99	0	0	116	13	24	0	889	1035	399	77	1	21	5
l-PER	0	0	0	75	0	2	8	26	35	0	23	7945	108	15	2	16	16
o	10	1	173	1601	2	2	211	810	7	11	86	1916	210594	562	42	54	135
u-LOC	3	1	190	1189	0	0	13	0	3	1	19	423	1684	6694	133	21	354
u-MISC	3	16	266	897	0	0	11	1	6	0	8	367	1420	792	573	9	77
u-ORG	0	0	175	612	0	0	9	1	0	4	27	336	1398	551	24	2701	315
u-PER	1	0	9	785	0	0	0	2	0	0	0	380	1070	548	21	66	1146
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	58	0	34	106	0	0	4	0	0	0	0	0	21	15	0	0	1
B-MISC	2	31	56	118	0	0	2	0	0	0	0	4	52	8	5	0	1
B-ORG	5	1	190	181	0	0	2	0	0	0	0	7	36	10	3	7	3
B-PER	4	0	12	1177	0	0	2	3	0	0	0	11	14	1	0	0	1
I-LOC	0	0	0	1	0	0	16	2	0	0	0	4	3	0	0	0	0
I-MISC	0	0	2	18	0	2	26	2	0	0	3	25	36	1	0	0	0
I-ORG	0	0	8	47	0	0	122	3	1	0	2	44	59	4	0	9	0
I-PER	0	0	0	18	0	0	1	12	0	0	0	21	17	4	0	0	0
L-LOC	0	0	0	3	0	0	10	1	65	0	18	109	19	14	0	0	0
L-MISC	0	0	0	10	0	2	18	0	11	25	22	106	80	4	0	0	1
L-ORG	0	0	0	22	0	0	19	1	5	0	153	166	64	10	0	5	0
L-PER	0	0	0	10	0	1	2	1	7	0	5	1182	7	2	1	2	5
O	2	0	30	388	0	0	34	5	1	2	15	392	41753	95	2	11	29
U-LOC	0	0	31	191	0	0	1	0	2	0	3	54	203	1031	23	1	53
U-MISC	1	2	43	147	0	0	2	0	1	0	1	58	166	120	83	3	10
U-ORG	0	0	32	96	0	0	1	0	0	0	4	44	167	86	3	404	43
U-PER	0	0	1	127	0	0	0	0	0	0	0	52	150	79	3	11	181
f1:  (90.47350181067716, 54.06758448060075, 51.236868858014226, 52.614180078294915)
...training the model
Epoch: 1 Loss: 0.508254 Error: 0.132935 Time: 100.304414 seconds
Dev Err: 0.108513 Time: 6.394949 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	258	0	240	424	0	0	25	0	0	1	4	1	98	72	0	0	0
b-MISC	50	170	342	589	0	0	35	0	0	0	1	7	312	41	27	0	20
b-ORG	60	2	1259	802	0	0	49	0	0	0	0	19	242	68	41	61	19
b-PER	23	0	119	6009	0	0	75	14	0	0	0	42	78	16	0	0	3
i-LOC	3	0	2	0	66	2	135	93	1	0	0	12	56	5	4	0	0
i-MISC	1	1	12	103	17	40	297	107	11	2	19	65	313	0	1	0	0
i-ORG	2	0	58	141	18	2	1303	146	7	0	29	115	472	12	2	14	0
i-PER	0	0	0	88	10	1	31	1220	2	0	0	82	112	20	0	0	0
l-LOC	0	0	0	36	0	1	112	3	413	0	141	412	117	69	0	0	0
l-MISC	0	0	4	26	0	6	200	0	95	168	207	365	390	41	3	0	5
l-ORG	0	0	2	72	0	0	268	6	76	0	1278	563	299	92	1	20	2
l-PER	0	0	0	96	0	3	55	15	73	0	108	7733	127	15	5	25	16
o	18	1	257	1533	7	12	670	611	30	11	181	817	210589	1228	66	60	126
u-LOC	5	0	322	1061	0	0	32	0	9	5	60	223	1255	7379	130	37	210
u-MISC	5	16	407	745	0	0	107	0	25	0	9	202	1035	901	947	9	38
u-ORG	0	2	227	490	0	0	21	0	1	5	47	155	1155	864	37	2849	300
u-PER	2	0	24	589	0	0	4	1	0	0	13	264	938	947	41	126	1079
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	63	0	45	93	0	0	6	0	0	0	1	0	16	15	0	0	0
B-MISC	5	25	68	110	0	0	5	0	0	0	0	2	53	5	4	0	2
B-ORG	10	0	218	150	0	0	5	0	0	0	0	3	33	8	4	11	3
B-PER	4	0	20	1169	0	0	13	0	0	0	0	6	12	1	0	0	0
I-LOC	0	0	0	0	0	0	18	0	0	0	0	3	4	0	1	0	0
I-MISC	0	0	2	20	0	1	39	0	2	0	4	10	37	0	0	0	0
I-ORG	0	0	6	26	0	0	177	2	2	0	2	19	51	4	1	9	0
I-PER	0	0	0	25	0	0	2	6	1	0	0	19	15	5	0	0	0
L-LOC	0	0	0	6	0	0	19	0	84	0	26	75	17	12	0	0	0
L-MISC	0	0	1	4	0	1	45	0	20	24	36	62	77	8	0	0	1
L-ORG	0	0	0	18	0	0	40	0	16	0	222	87	48	10	0	4	0
L-PER	0	0	0	15	0	1	7	1	14	0	18	1152	5	2	1	4	5
O	1	0	42	362	0	2	91	1	6	2	31	157	41835	184	5	15	25
U-LOC	0	0	59	176	0	0	3	0	2	0	9	28	140	1125	15	5	31
U-MISC	1	2	65	123	0	0	14	0	5	0	1	31	114	128	144	4	5
U-ORG	0	0	36	80	0	0	3	0	0	1	9	19	125	130	4	429	44
