{'opt': 'adam', 'truncate': -1, 'feat': 'basic_seg_cap', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 300, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z', 'is_capital', 'isspace', 'wend', 'wstart']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  89
# of lbls:  17
(1079622, 89) (272309, 89)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 256391.778696 Error: 0.200156 Time: 136.234187 seconds
Dev Err: 0.376337 Time: 8.707991 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
B-PER	20	0	6	1171	0	0	6	9	0	0	0	4	5	2	0	0	2
I-LOC	0	0	0	1	0	4	13	4	2	0	0	0	2	0	0	0	0
I-MISC	2	3	1	8	0	5	44	10	9	1	0	2	30	0	0	0	0
I-ORG	3	0	13	5	1	1	204	8	4	0	12	8	36	1	0	3	0
I-PER	0	0	0	4	0	0	4	40	0	0	0	7	12	6	0	0	0
L-LOC	1	0	0	0	0	1	4	1	138	2	21	58	12	0	1	0	0
L-MISC	0	0	0	0	0	0	8	0	60	48	51	49	49	9	1	1	3
L-ORG	0	0	0	0	0	0	18	0	48	2	265	81	22	6	1	2	0
L-PER	0	0	0	2	0	1	2	1	24	0	16	1165	4	4	1	3	2
O	7	1	23	184	0	3	40	7	11	5	20	81	42065	183	29	25	75
U-LOC	7	2	3	20	0	0	0	0	0	0	6	18	56	1313	63	22	83
U-MISC	4	7	7	26	0	0	1	0	2	0	2	25	33	105	375	19	31
U-ORG	4	0	5	9	0	1	0	0	2	0	6	12	37	148	28	510	118
U-PER	0	1	0	12	0	0	0	0	1	0	2	26	55	146	9	30	322
f1:  (93.51660760873798, 65.21668295861845, 67.82446628261606, 66.49501661129568)
...training the model
Epoch: 1 Loss: 0.363281 Error: 0.102410 Time: 138.477354 seconds
Dev Err: 0.077430 Time: 7.090676 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	512	6	159	299	0	0	13	0	2	0	8	0	53	44	0	19	8
b-MISC	248	343	442	270	0	0	22	0	0	0	0	11	143	52	27	3	33
b-ORG	220	25	1616	441	0	0	22	0	0	0	0	0	71	81	38	76	32
b-PER	85	6	72	6064	4	0	24	40	0	0	0	31	16	18	0	0	19
i-LOC	1	0	1	6	119	15	105	75	11	0	1	0	45	0	0	0	0
i-MISC	9	20	17	52	42	66	367	77	25	0	24	22	265	0	0	0	3
i-ORG	18	0	79	37	46	2	1507	127	24	0	108	47	267	16	0	43	0
i-PER	0	0	0	20	19	0	36	1341	0	0	0	39	89	17	0	0	5
l-LOC	4	0	0	1	0	4	16	4	699	15	122	343	58	27	9	1	1
l-MISC	0	0	0	0	0	4	43	0	231	257	318	353	220	56	4	5	19
l-ORG	0	0	2	2	0	0	63	0	186	13	1541	663	96	80	4	27	2
l-PER	0	0	0	5	0	4	1	13	122	2	57	7991	11	19	5	22	19
o	28	21	256	729	8	10	287	143	21	23	102	454	212003	1121	192	177	642
u-LOC	25	19	44	65	0	0	0	0	33	0	21	118	421	8489	374	233	886
u-MISC	11	39	107	84	0	0	7	0	4	7	13	194	271	667	2635	87	320
u-ORG	8	0	44	27	0	1	1	0	6	1	23	77	320	822	150	3645	1028
u-PER	0	8	2	53	0	0	2	0	4	0	10	163	340	777	59	214	2396
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	120	1	28	66	0	0	2	0	1	0	1	0	10	6	0	3	1
B-MISC	50	64	71	45	0	0	3	0	0	0	0	2	26	6	4	1	7
B-ORG	49	4	267	80	0	0	2	0	0	0	0	0	12	11	4	11	5
B-PER	20	1	7	1171	1	0	4	6	0	0	0	5	4	3	0	0	3
I-LOC	0	0	0	2	0	1	16	3	2	0	0	0	2	0	0	0	0
I-MISC	2	5	2	8	0	3	47	5	5	0	4	3	30	0	0	0	1
I-ORG	4	0	12	5	2	0	188	7	6	0	16	7	40	2	0	10	0
I-PER	0	0	0	5	0	0	2	39	0	0	0	7	15	4	0	0	1
L-LOC	1	0	0	0	0	1	3	1	138	1	20	59	11	3	1	0	0
L-MISC	0	0	0	0	0	0	5	0	54	43	55	56	49	11	1	2	3
L-ORG	0	0	0	0	0	0	12	0	37	1	254	99	26	12	0	4	0
L-PER	0	0	0	1	0	1	0	2	26	0	9	1173	4	2	1	3	3
O	6	3	40	146	0	1	40	6	5	4	16	77	42109	154	27	26	99
U-LOC	4	4	7	10	0	0	0	0	2	0	3	14	58	1264	54	34	139
U-MISC	1	5	15	13	0	0	1	0	0	1	1	27	34	89	388	17	45
U-ORG	1	0	10	2	0	1	0	0	2	0	3	9	36	116	26	525	149
U-PER	0	2	0	7	0	0	0	0	0	0	2	21	55	97	8	26	386
f1:  (93.71130407694405, 65.93673965936739, 68.87495764147747, 67.37382945222508)
...training the model
Epoch: 1 Loss: 0.366095 Error: 0.102654 Time: 135.471290 seconds
Dev Err: 0.084959 Time: 7.087542 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	502	16	89	371	0	0	14	0	5	0	3	7	50	55	0	9	2
b-MISC	264	370	238	391	0	4	24	0	2	1	0	12	155	49	39	4	41
b-ORG	249	55	1198	720	0	3	36	2	0	0	0	2	89	105	31	103	29
b-PER	53	3	30	6147	4	1	19	63	0	0	0	34	16	3	0	0	6
i-LOC	1	0	1	6	113	23	80	94	10	0	0	3	48	0	0	0	0
i-MISC	8	18	10	71	39	83	266	141	23	10	20	42	258	0	0	0	0
i-ORG	18	0	65	80	53	12	1361	207	22	1	104	82	272	18	0	23	3
i-PER	0	0	0	18	13	1	11	1392	0	0	0	45	60	26	0	0	0
l-LOC	2	0	0	2	0	2	17	5	628	24	110	428	49	33	3	1	0
l-MISC	0	0	0	3	0	1	22	1	178	296	274	454	208	59	2	2	10
l-ORG	0	0	0	2	0	1	53	0	155	28	1433	794	99	80	2	32	0
l-PER	0	0	0	8	0	5	1	13	61	6	30	8087	7	14	5	20	14
o	38	15	116	1189	11	15	153	297	30	27	102	754	210920	1680	200	183	487
u-LOC	25	14	40	115	0	0	0	0	32	1	45	327	373	8575	349	193	639
u-MISC	10	26	61	155	0	3	7	0	3	5	10	271	292	741	2513	68	281
u-ORG	8	2	24	52	0	2	3	0	3	4	37	211	300	889	153	3497	968
u-PER	0	2	1	69	0	0	2	0	4	0	14	363	350	912	56	196	2059
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	120	4	12	78	0	0	2	0	1	0	0	1	12	8	0	1	0
B-MISC	56	69	28	70	0	1	4	0	1	0	0	2	26	6	5	1	10
B-ORG	51	9	204	125	0	1	4	0	0	0	0	0	14	13	4	15	5
B-PER	14	1	4	1184	1	0	3	10	0	0	0	5	3	0	0	0	0
I-LOC	0	0	0	2	0	3	13	4	2	0	0	0	2	0	0	0	0
I-MISC	1	5	1	12	0	3	35	12	5	2	3	5	31	0	0	0	0
I-ORG	3	0	14	14	1	1	168	14	5	0	15	12	44	3	0	5	0
I-PER	0	0	0	6	0	1	1	40	0	0	0	8	11	6	0	0	0
L-LOC	0	0	0	1	0	1	3	1	127	5	16	71	10	4	0	0	0
L-MISC	0	0	0	1	0	0	2	0	47	46	46	74	51	10	0	0	2
L-ORG	0	0	0	0	0	0	10	0	33	5	235	117	28	13	0	4	0
L-PER	0	0	0	1	0	1	0	2	11	0	7	1192	3	2	1	3	2
O	7	3	15	227	1	1	20	12	9	4	16	122	41911	275	26	30	80
U-LOC	5	3	5	18	0	0	0	0	3	0	5	45	50	1274	57	29	99
U-MISC	0	4	9	24	0	1	1	0	1	1	2	35	34	93	377	14	41
U-ORG	1	1	4	7	0	1	0	0	1	1	5	26	36	126	23	512	136
U-PER	0	0	0	10	0	0	0	0	0	0	1	53	49	123	7	28	333
f1:  (93.05517697908961, 63.85638724154512, 67.50254151135209, 65.62886088460588)
...training the model
Epoch: 1 Loss: 0.361461 Error: 0.102219 Time: 136.158933 seconds
Dev Err: 0.080207 Time: 7.087443 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	520	10	84	372	0	0	11	0	3	0	2	0	33	57	0	11	20
b-MISC	316	362	194	409	0	1	13	0	0	0	0	14	139	60	44	4	38
b-ORG	325	41	1109	750	0	0	19	0	0	0	0	6	89	102	42	103	36
b-PER	60	5	33	6167	4	0	12	31	0	0	0	32	14	5	0	0	16
i-LOC	2	0	0	13	119	27	66	91	8	0	1	3	49	0	0	0	0
i-MISC	10	17	7	90	57	92	264	131	25	5	25	31	235	0	0	0	0
i-ORG	23	0	69	122	58	27	1318	190	28	0	98	78	264	10	0	35	1
i-PER	0	0	0	30	18	0	17	1372	0	0	0	46	58	22	0	0	3
l-LOC	2	0	0	3	0	3	16	4	678	18	116	369	65	27	1	2	0
l-MISC	0	0	0	1	0	2	24	2	207	309	277	396	215	49	5	2	21
l-ORG	0	0	0	6	0	1	33	4	181	48	1518	693	86	78	4	27	0
l-PER	0	0	0	13	0	3	0	7	83	4	56	8025	10	19	5	20	26
o	37	13	103	1111	15	23	153	227	33	31	117	548	211790	1001	292	159	564
u-LOC	30	13	20	135	0	0	0	0	31	0	23	157	433	8502	489	168	727
u-MISC	24	21	39	152	0	2	3	0	1	4	3	209	278	561	2815	59	275
u-ORG	11	1	16	55	0	2	2	0	3	1	38	122	361	777	237	3482	1045
u-PER	0	2	2	62	0	0	2	0	4	1	17	254	404	754	88	148	2290
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	118	2	14	82	0	0	2	0	1	0	0	0	6	9	0	2	3
B-MISC	65	64	23	74	0	0	3	0	0	0	0	3	25	7	6	1	8
B-ORG	67	7	191	124	0	0	1	0	0	0	0	1	17	12	4	15	6
B-PER	13	1	5	1186	1	0	2	5	0	0	0	5	4	1	0	0	2
I-LOC	0	0	0	3	0	5	9	4	2	0	0	0	3	0	0	0	0
I-MISC	1	4	1	16	0	2	37	9	6	1	4	5	29	0	0	0	0
I-ORG	5	0	13	16	1	0	167	12	6	0	13	13	46	1	0	6	0
I-PER	0	0	0	7	0	0	1	39	0	0	0	8	12	5	0	0	1
L-LOC	0	0	0	1	0	1	3	1	137	2	18	61	11	4	0	0	0
L-MISC	0	0	0	0	0	0	3	0	49	50	44	67	52	10	1	0	3
L-ORG	0	0	0	0	0	0	7	1	36	2	259	103	22	11	1	3	0
L-PER	0	0	0	2	0	1	0	1	16	0	11	1182	3	2	1	3	3
O	5	4	15	224	1	2	19	5	7	4	18	97	42067	135	35	26	95
U-LOC	5	3	2	22	0	0	0	0	2	0	5	23	56	1274	76	26	99
U-MISC	4	2	6	24	0	0	1	0	0	0	0	26	35	71	414	16	38
U-ORG	2	0	2	6	0	1	0	0	1	0	5	14	45	111	33	510	150
U-PER	0	1	0	8	0	0	0	0	0	0	2	35	58	99	13	18	370
f1:  (93.51271367937386, 65.50161812297735, 68.58691968824128, 67.00877338189042)
...training the model
Epoch: 1 Loss: 0.365756 Error: 0.103014 Time: 135.618387 seconds
Dev Err: 0.084804 Time: 7.086109 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	518	22	77	370	0	2	11	0	4	0	0	0	40	59	0	6	14
b-MISC	296	458	206	325	0	2	16	1	2	0	0	13	138	62	37	4	34
b-ORG	291	65	1169	705	0	2	23	3	0	0	0	7	77	128	23	96	33
b-PER	48	6	30	6169	3	1	13	50	0	0	0	29	14	8	0	0	8
i-LOC	1	0	1	7	118	29	75	87	12	0	0	0	49	0	0	0	0
i-MISC	8	42	13	73	57	104	279	117	30	14	16	15	219	0	0	0	2
i-ORG	21	1	79	95	57	25	1302	199	28	1	90	65	301	43	0	12	2
i-PER	0	0	0	19	17	2	12	1391	0	0	0	41	61	23	0	0	0
l-LOC	3	0	0	2	0	3	17	4	672	17	100	382	63	36	4	1	0
l-MISC	0	4	0	0	0	7	32	0	234	295	269	385	203	59	5	1	16
l-ORG	0	0	1	2	0	1	60	0	193	34	1457	737	88	84	3	19	0
l-PER	0	0	0	12	0	5	5	8	93	9	41	8019	8	20	5	20	26
o	57	42	136	1224	14	33	152	281	52	30	105	588	210925	1615	208	131	624
u-LOC	38	29	40	112	0	0	1	0	10	0	34	290	395	8702	275	119	683
u-MISC	16	45	49	136	0	3	7	0	9	3	4	258	273	883	2382	61	317
u-ORG	14	7	31	45	0	2	3	0	4	3	45	182	341	997	128	3403	948
u-PER	0	12	1	60	0	0	1	0	4	0	7	349	324	959	44	135	2132
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	119	4	12	82	0	0	2	0	1	0	0	0	9	8	0	0	2
B-MISC	61	83	25	61	0	0	4	0	1	0	0	3	23	7	5	1	5
B-ORG	60	11	195	122	0	0	3	0	0	0	0	1	15	16	2	15	5
B-PER	8	1	5	1192	1	0	2	7	0	0	0	4	3	1	0	0	1
I-LOC	0	0	0	2	0	5	13	2	2	0	0	0	2	0	0	0	0
I-MISC	0	8	1	14	0	5	37	11	7	3	2	2	25	0	0	0	0
I-ORG	5	0	15	12	2	3	166	14	4	0	13	11	47	5	0	2	0
I-PER	0	0	0	5	0	0	1	44	0	0	0	6	12	5	0	0	0
L-LOC	1	0	0	0	0	1	3	1	131	4	15	66	12	5	0	0	0
L-MISC	0	1	0	0	0	1	6	0	53	43	46	66	49	11	0	0	3
L-ORG	0	0	0	0	0	0	9	0	43	2	244	108	25	12	1	1	0
L-PER	0	0	0	2	0	1	1	1	17	1	7	1183	3	2	1	3	3
O	7	11	19	242	1	5	20	12	10	5	15	97	41920	233	31	25	106
U-LOC	4	6	5	19	0	0	0	0	0	0	7	38	45	1298	41	22	108
U-MISC	2	6	6	20	0	1	1	0	2	0	1	30	32	112	360	16	48
U-ORG	4	0	3	4	0	1	0	0	1	1	5	25	37	139	20	504	136
U-PER	0	3	0	7	0	0	0	0	0	0	1	49	48	123	7	19	347
f1:  (93.13110860168996, 63.413858868404326, 67.60420196543545, 65.44202066590127)
...training the model
Epoch: 1 Loss: 0.361272 Error: 0.101180 Time: 143.518224 seconds
Dev Err: 0.079579 Time: 8.413112 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	534	10	104	334	0	0	12	0	5	0	5	2	42	52	0	10	13
b-MISC	276	345	282	378	0	0	19	1	0	0	0	11	151	60	32	4	35
b-ORG	282	31	1248	677	0	1	24	1	0	0	0	20	89	103	21	98	27
b-PER	58	3	36	6151	0	0	16	49	0	0	0	32	17	4	0	0	13
i-LOC	2	0	1	6	134	22	82	75	12	0	0	0	45	0	0	0	0
i-MISC	9	20	10	85	67	79	288	98	36	1	23	31	240	0	0	0	2
i-ORG	19	0	66	78	68	10	1402	152	31	0	114	64	265	33	0	17	2
i-PER	0	0	0	17	22	2	17	1358	0	0	0	59	68	20	0	0	3
l-LOC	3	0	0	5	0	3	16	5	706	12	123	326	62	34	8	0	1
l-MISC	0	0	0	0	0	3	22	2	274	241	305	363	229	57	2	1	11
l-ORG	0	0	0	1	0	1	68	0	221	14	1546	631	96	74	3	24	0
l-PER	0	0	0	7	0	5	0	14	92	2	52	8025	8	17	5	20	24
o	37	13	149	903	18	12	207	187	63	25	115	526	212279	1015	151	146	371
u-LOC	33	13	44	116	0	0	3	0	29	0	38	213	503	8723	272	155	586
u-MISC	12	48	62	172	0	2	5	0	15	0	20	224	325	839	2372	58	292
u-ORG	14	1	40	57	0	2	1	0	9	1	45	138	378	970	120	3421	956
u-PER	0	8	1	75	0	0	2	0	5	0	15	296	427	933	46	145	2075
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	122	3	15	75	0	0	2	0	1	0	0	0	9	7	0	3	2
B-MISC	59	56	45	71	0	0	3	0	0	0	0	2	26	7	4	1	5
B-ORG	54	5	210	119	0	0	3	0	0	0	0	2	16	15	2	14	5
B-PER	13	1	5	1184	0	0	2	9	0	0	0	5	4	1	0	0	1
I-LOC	0	0	0	2	0	4	14	2	2	0	0	0	2	0	0	0	0
I-MISC	1	5	1	15	0	5	38	4	8	0	4	5	28	0	0	0	1
I-ORG	3	0	13	12	1	1	176	9	6	0	15	10	45	5	0	3	0
I-PER	0	0	0	5	0	1	2	35	0	0	0	10	15	4	0	0	1
L-LOC	1	0	0	1	0	1	3	1	141	1	20	53	12	4	1	0	0
L-MISC	0	0	0	0	0	0	3	0	65	38	45	61	55	10	0	0	2
L-ORG	0	0	0	0	0	0	12	0	44	2	250	95	25	12	1	4	0
L-PER	0	0	0	1	0	1	0	2	16	0	10	1184	3	1	1	3	3
O	6	2	21	182	1	1	29	5	14	4	19	90	42135	142	22	22	64
U-LOC	4	3	6	17	0	0	0	0	1	0	5	31	65	1316	41	23	81
U-MISC	0	6	8	28	0	1	1	0	3	0	1	26	40	112	356	14	41
U-ORG	2	0	4	7	0	1	0	0	2	0	7	17	48	143	17	506	126
U-PER	0	1	0	9	0	0	0	0	1	0	2	39	66	128	5	19	334
f1:  (93.54775904365094, 66.23053991387877, 67.7566926465605, 66.98492462311559)
...training the model
Epoch: 1 Loss: 0.362327 Error: 0.102028 Time: 145.205370 seconds
Dev Err: 0.083064 Time: 8.412449 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	531	8	95	336	0	0	12	0	1	0	0	5	37	63	0	20	15
b-MISC	298	345	281	355	0	0	13	1	1	0	0	12	158	58	30	4	38
b-ORG	252	48	1288	619	0	0	28	3	2	0	1	1	104	125	21	103	27
b-PER	63	1	43	6123	4	1	18	63	0	0	0	25	18	4	0	0	16
i-LOC	1	0	1	5	127	24	74	80	12	0	0	0	55	0	0	0	0
i-MISC	13	12	15	48	57	59	321	104	23	0	19	33	285	0	0	0	0
i-ORG	16	1	100	63	55	20	1342	160	28	0	98	81	298	47	0	12	0
i-PER	0	0	0	19	16	0	21	1369	0	0	0	48	67	23	0	0	3
l-LOC	4	0	0	0	0	0	17	6	671	11	98	380	68	42	5	1	1
l-MISC	0	0	1	0	0	1	48	1	232	259	252	389	250	61	2	10	4
l-ORG	1	0	4	2	0	0	61	0	190	22	1421	742	102	108	4	22	0
l-PER	0	0	0	12	0	0	6	9	92	7	31	8040	13	20	5	20	16
o	46	15	140	1047	28	16	150	249	38	20	104	648	211817	1268	128	142	361
u-LOC	48	12	60	179	0	0	0	0	33	0	15	195	511	8765	254	181	475
u-MISC	17	37	70	292	0	4	3	0	5	0	1	216	370	916	2230	55	230
u-ORG	17	1	45	76	0	2	0	0	5	1	28	138	378	996	106	3504	856
u-PER	0	0	2	123	0	0	2	0	4	0	7	270	470	1116	44	191	1799
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	124	2	13	75	0	0	2	0	0	0	0	0	8	10	0	3	2
B-MISC	68	60	36	65	0	0	2	0	0	0	0	2	25	7	4	1	9
B-ORG	48	8	217	110	0	0	3	0	0	0	0	0	18	19	1	15	6
B-PER	15	0	6	1179	1	0	4	10	0	0	0	2	4	1	0	0	3
I-LOC	0	0	0	1	0	4	11	3	2	0	0	0	5	0	0	0	0
I-MISC	1	3	2	9	0	3	41	6	5	0	3	6	36	0	0	0	0
I-ORG	3	0	17	10	2	2	166	9	6	0	14	13	47	8	0	2	0
I-PER	0	0	0	6	0	0	3	38	0	0	0	7	13	5	0	0	1
L-LOC	1	0	0	0	0	0	3	1	133	3	15	62	14	6	1	0	0
L-MISC	0	0	0	0	0	0	6	0	59	40	40	62	59	11	0	2	0
L-ORG	0	0	0	0	0	0	10	0	40	2	240	107	25	17	1	3	0
L-PER	0	0	0	2	0	0	1	1	16	0	8	1185	4	2	1	3	2
O	9	2	17	208	1	3	19	7	8	3	15	114	42062	195	18	23	55
U-LOC	5	3	10	29	0	0	0	0	3	0	2	28	66	1316	34	27	70
U-MISC	1	6	9	49	0	1	0	0	1	0	0	28	42	119	333	12	36
U-ORG	3	1	6	9	0	1	0	0	1	0	4	19	48	148	14	509	117
U-PER	0	0	0	18	0	0	0	0	0	0	1	35	73	166	7	28	276
f1:  (93.22261594174681, 64.07195421095666, 66.38427651643511, 65.20762253474246)
...training the model
Epoch: 1 Loss: 0.362356 Error: 0.102855 Time: 156.189011 seconds
Dev Err: 0.084970 Time: 8.427318 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	531	8	98	366	0	0	12	0	0	0	0	0	39	46	1	7	15
b-MISC	314	326	282	381	0	4	18	1	0	0	0	11	144	66	18	3	26
b-ORG	302	29	1238	682	0	2	32	5	0	0	0	13	80	95	23	95	26
b-PER	53	2	36	6147	0	0	23	63	0	0	0	25	19	4	0	0	7
i-LOC	1	0	1	6	122	16	89	86	11	0	0	0	47	0	0	0	0
i-MISC	10	20	10	55	63	66	327	126	30	1	9	24	248	0	0	0	0
i-ORG	23	0	83	63	52	8	1398	178	26	0	67	75	274	60	0	14	0
i-PER	0	0	0	18	13	0	15	1385	0	0	0	41	70	21	0	0	3
l-LOC	3	0	1	2	0	3	24	6	682	9	72	403	59	37	3	0	0
l-MISC	0	0	1	0	0	8	55	1	247	266	200	415	236	64	5	1	11
l-ORG	1	0	0	4	0	2	72	2	218	35	1302	770	111	129	4	29	0
l-PER	0	0	0	7	0	1	4	15	80	4	29	8058	12	22	5	20	14
o	44	11	172	1190	39	13	248	330	40	27	63	780	211190	1354	181	120	415
u-LOC	70	21	66	293	0	0	1	0	14	0	18	162	415	8857	262	90	459
u-MISC	27	30	78	319	0	1	6	0	3	2	2	214	287	868	2356	46	207
u-ORG	22	2	41	143	0	2	2	1	3	3	22	127	320	1166	127	3325	847
u-PER	2	1	2	180	0	0	2	0	5	0	6	229	394	1139	49	97	1922
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	124	2	14	81	0	0	2	0	0	0	0	0	8	6	0	0	2
B-MISC	65	54	40	70	0	1	3	0	0	0	0	2	27	8	2	1	6
B-ORG	63	4	207	119	0	1	3	0	0	0	0	1	15	11	2	15	4
B-PER	12	0	4	1187	0	0	3	10	0	0	0	2	5	1	0	0	1
I-LOC	0	0	0	2	0	2	14	3	2	0	0	0	3	0	0	0	0
I-MISC	1	5	1	9	0	3	44	12	8	0	0	2	30	0	0	0	0
I-ORG	4	0	15	9	2	1	171	12	5	0	9	11	49	8	0	3	0
I-PER	0	0	0	5	0	0	1	42	0	0	0	6	13	5	0	0	1
L-LOC	0	0	0	1	0	1	4	1	134	3	11	67	12	5	0	0	0
L-MISC	0	0	0	0	0	1	7	0	59	40	31	70	55	12	1	1	2
L-ORG	0	0	0	0	0	0	12	0	43	5	210	116	34	19	1	5	0
L-PER	0	0	0	1	0	0	0	2	15	0	7	1189	4	2	1	3	1
O	6	3	21	237	1	2	33	11	9	5	9	133	41991	182	23	17	76
U-LOC	10	4	10	44	0	0	0	0	1	0	2	23	53	1322	40	16	68
U-MISC	3	4	9	52	0	0	1	0	1	0	0	27	35	115	344	13	33
U-ORG	5	0	4	18	0	1	0	0	1	1	3	15	46	163	23	484	116
U-PER	0	0	0	29	0	0	0	0	1	0	1	30	64	154	8	13	304
f1:  (93.07659359059227, 63.40912756007096, 66.62148424262962, 64.97562587788151)
...training the model
Epoch: 1 Loss: 0.360734 Error: 0.101374 Time: 145.751904 seconds
Dev Err: 0.081822 Time: 8.401125 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	510	13	114	357	0	0	10	0	2	0	2	0	44	34	0	18	19
b-MISC	266	375	275	363	0	4	12	1	0	0	0	11	153	63	31	4	36
b-ORG	250	50	1275	678	0	0	20	1	0	0	0	13	112	88	19	92	24
b-PER	52	0	39	6156	4	0	7	54	0	0	0	22	29	5	0	0	11
i-LOC	1	0	1	10	126	18	66	86	9	0	0	3	59	0	0	0	0
i-MISC	10	20	9	77	62	63	234	138	36	4	10	42	284	0	0	0	0
i-ORG	17	0	95	88	61	19	1233	194	27	0	70	107	347	49	0	14	0
i-PER	0	0	0	16	14	0	3	1380	0	0	0	52	77	22	0	0	2
l-LOC	4	0	0	4	0	1	13	9	662	4	71	439	50	34	6	1	6
l-MISC	0	1	0	4	0	4	26	1	238	246	172	497	241	60	5	3	12
l-ORG	0	0	0	4	0	1	56	0	199	18	1244	883	123	116	2	33	0
l-PER	0	0	0	13	0	0	2	9	65	6	18	8069	16	21	5	17	30
o	41	28	140	829	20	10	104	241	43	25	58	558	212458	990	147	130	395
